REPORTING_PERIOD,MEASURE_TYPE,MEASURE,MAINSPEF_CODE,MAINSPEF_DESCRIPTION,MEASURE_VALUE
2425,All Attendances by Age and Gender,15 Male,421,Paediatric Neurology,1739
2425,All Attendances by Age and Gender,15 Male,430,Geriatric Medicine,13
2425,All Attendances by Age and Gender,15 Male,450,Dental Medicine Specialties,1922
2425,All Attendances by Age and Gender,15 Male,451,Special Care Dentistry,142
2425,All Attendances by Age and Gender,15 Male,460,Medical Ophthalmology,33
2425,All Attendances by Age and Gender,15 Male,501,Obstetrics,11
2425,All Attendances by Age and Gender,15 Male,502,Gynaecology,94
2425,All Attendances by Age and Gender,15 Male,560,Midwife episode,13
2425,All Attendances by Age and Gender,15 Male,600,General Medical Practice,204
2425,All Attendances by Age and Gender,15 Male,601,General Dental Practice,292
2425,All Attendances by Age and Gender,15 Male,700,Learning Disability (previously MH),595
2425,All Attendances by Age and Gender,15 Male,710,Adult Mental Illness,2940
2425,All Attendances by Age and Gender,15 Male,711,Child & Adolescent Psychiatry,19077
2425,All Attendances by Age and Gender,15 Male,712,Forensic Psychiatry,90
2425,All Attendances by Age and Gender,15 Male,713,Psychotherapy,351
2425,All Attendances by Age and Gender,15 Male,715,Old Age Psychiatry,15
2425,All Attendances by Age and Gender,15 Male,800,Clinical Oncology (previously Radiotherapy),191
2425,All Attendances by Age and Gender,15 Male,810,Radiology,13923
2425,All Attendances by Age and Gender,15 Male,822,Chemical Pathology,21
2425,All Attendances by Age and Gender,15 Male,823,Haematology,363
2425,All Attendances by Age and Gender,15 Male,834,Medical Virology,4
2425,All Attendances by Age and Gender,15 Male,900,Community Medicine,1448
2425,All Attendances by Age and Gender,15 Male,901,Occupational Medicine,267
2425,All Attendances by Age and Gender,15 Male,902,Community Health Services Dental,16
2425,All Attendances by Age and Gender,15 Male,903,Public Health Medicine,18
2425,All Attendances by Age and Gender,15 Male,950,Nursing episode,16414
2425,All Attendances by Age and Gender,15 Male,960,Allied Health Professional Episode,52418
2425,All Attendances by Age and Gender,16 All Genders,100,General Surgery,9773
2425,All Attendances by Age and Gender,16 All Genders,101,Urology,4865
2425,All Attendances by Age and Gender,16 All Genders,107,Vascular Surgery,55
2425,All Attendances by Age and Gender,16 All Genders,110,Trauma and Orthopaedics,67142
2425,All Attendances by Age and Gender,16 All Genders,120,Ear Nose and Throat,22155
2425,All Attendances by Age and Gender,16 All Genders,130,Ophthalmology,23873
2425,All Attendances by Age and Gender,16 All Genders,140,Oral Surgery,9594
2425,All Attendances by Age and Gender,16 All Genders,141,Restorative Dentistry,2241
2425,All Attendances by Age and Gender,16 All Genders,142,Paediatric Dentistry,2652
2425,All Attendances by Age and Gender,16 All Genders,143,Orthodontics,66365
2425,All Attendances by Age and Gender,16 All Genders,145,Oral and Maxillofacial Surgery,7399
2425,All Attendances by Age and Gender,16 All Genders,146,Endodontics,77
2425,All Attendances by Age and Gender,16 All Genders,147,Periodontics,26
2425,All Attendances by Age and Gender,16 All Genders,148,Prosthodontics,52
2425,All Attendances by Age and Gender,16 All Genders,149,Surgical Dentistry,9
2425,All Attendances by Age and Gender,16 All Genders,150,Neurosurgery,1970
2425,All Attendances by Age and Gender,16 All Genders,160,Plastic Surgery,8976
2425,All Attendances by Age and Gender,16 All Genders,170,Cardiothoracic Surgery,631
2425,All Attendances by Age and Gender,16 All Genders,171,Paediatric Surgery,4323
2425,All Attendances by Age and Gender,16 All Genders,180,Emergency Medicine,2218
2425,All Attendances by Age and Gender,16 All Genders,190,Anaesthetics,4573
2425,All Attendances by Age and Gender,16 All Genders,192,Intensive Care Medicine,621
2425,All Attendances by Age and Gender,16 All Genders,300,General Internal Medicine,11635
2425,All Attendances by Age and Gender,16 All Genders,301,Gastroenterology,6431
2425,All Attendances by Age and Gender,16 All Genders,302,Endocrinology and Diabetes,4527
2425,All Attendances by Age and Gender,16 All Genders,303,Clinical Haematology,4215
2425,All Attendances by Age and Gender,16 All Genders,304,Clinical Physiology,956
2425,All Attendances by Age and Gender,16 All Genders,305,Clinical Pharmacology,17
2425,All Attendances by Age and Gender,16 All Genders,310,Audio Vestibular Medicine,3160
2425,All Attendances by Age and Gender,16 All Genders,311,Clinical Genetics,1523
2425,All Attendances by Age and Gender,16 All Genders,313,Clinical Immunology,963
2425,All Attendances by Age and Gender,16 All Genders,314,Rehabilitation Medicine,2223
2425,All Attendances by Age and Gender,16 All Genders,315,Palliative Medicine,609
2425,All Attendances by Age and Gender,16 All Genders,317,Allergy,640
2425,All Attendances by Age and Gender,16 All Genders,320,Cardiology,8491
2425,All Attendances by Age and Gender,16 All Genders,321,Paediatric Cardiology,7303
2425,All Attendances by Age and Gender,16 All Genders,325,Sport and Exercise Medicine,145
2425,All Attendances by Age and Gender,16 All Genders,326,Acute Internal Medicine,621
2425,All Attendances by Age and Gender,16 All Genders,330,Dermatology,32627
2425,All Attendances by Age and Gender,16 All Genders,340,Respiratory Medicine,3806
2425,All Attendances by Age and Gender,16 All Genders,350,Infectious Diseases,405
2425,All Attendances by Age and Gender,16 All Genders,360,Genitourinary Medicine,313
2425,All Attendances by Age and Gender,16 All Genders,361,Renal Medicine,2244
2425,All Attendances by Age and Gender,16 All Genders,370,Medical Oncology,1283
2425,All Attendances by Age and Gender,16 All Genders,371,Nuclear Medicine,30
2425,All Attendances by Age and Gender,16 All Genders,400,Neurology,6022
2425,All Attendances by Age and Gender,16 All Genders,401,Clinical Neurophysiology,1385
2425,All Attendances by Age and Gender,16 All Genders,410,Rheumatology,4131
2425,All Attendances by Age and Gender,16 All Genders,420,Paediatrics,107884
2425,All Attendances by Age and Gender,16 All Genders,421,Paediatric Neurology,2708
2425,All Attendances by Age and Gender,16 All Genders,430,Geriatric Medicine,139
2425,All Attendances by Age and Gender,16 All Genders,450,Dental Medicine,4539
2425,All Attendances by Age and Gender,16 All Genders,451,Special Care Dentistry,387
2425,All Attendances by Age and Gender,16 All Genders,460,Medical Ophthalmology,153
2425,All Attendances by Age and Gender,16 All Genders,501,Obstetrics,5218
2425,All Attendances by Age and Gender,16 All Genders,502,Gynaecology,7868
2425,All Attendances by Age and Gender,16 All Genders,504,Community Sexual and Reproductive Health,3
2425,All Attendances by Age and Gender,16 All Genders,560,Midwifery,4930
2425,All Attendances by Age and Gender,16 All Genders,600,General Medical Practice,376
2425,All Attendances by Age and Gender,16 All Genders,601,General Dental Practice,557
2425,All Attendances by Age and Gender,16 All Genders,700,Learning Disability,786
2425,All Attendances by Age and Gender,16 All Genders,710,Adult Mental Illness,8944
2425,All Attendances by Age and Gender,16 All Genders,711,Child and Adolescent Psychiatry,65002
2425,All Attendances by Age and Gender,16 All Genders,712,Forensic Psychiatry,178
2425,All Attendances by Age and Gender,16 All Genders,713,Medical Psychotherapy,846
2425,All Attendances by Age and Gender,16 All Genders,715,Old Age Psychiatry,42
2425,All Attendances by Age and Gender,16 All Genders,800,Clinical Oncology,661
2425,All Attendances by Age and Gender,16 All Genders,810,Radiology,27366
2425,All Attendances by Age and Gender,16 All Genders,820,General Pathology,10
2425,All Attendances by Age and Gender,16 All Genders,822,Chemical Pathology,113
2425,All Attendances by Age and Gender,16 All Genders,823,Haematology,863
2425,All Attendances by Age and Gender,16 All Genders,824,Histopathology,26
2425,All Attendances by Age and Gender,16 All Genders,830,Immunopathology,30
2425,All Attendances by Age and Gender,16 All Genders,831,Medical Microbiology and Virology,5
2425,All Attendances by Age and Gender,16 All Genders,833,Medical Microbiology,3
2425,All Attendances by Age and Gender,16 All Genders,834,Medical Virology,29
2425,All Attendances by Age and Gender,16 All Genders,900,Community Medicine,2134
2425,All Attendances by Age and Gender,16 All Genders,901,Occupational Medicine,569
2425,All Attendances by Age and Gender,16 All Genders,902,Community Health Services Dental,13
2425,All Attendances by Age and Gender,16 All Genders,903,Public Health Medicine,95
2425,All Attendances by Age and Gender,16 All Genders,950,Nursing,29586
2425,All Attendances by Age and Gender,16 All Genders,960,Allied Health Professional,101287
2425,All Attendances by Age and Gender,16 All Genders,990,Joint Consultant Clinics (Retired 1 April 2004),5
2425,All Attendances by Age and Gender,16 Female,100,General Surgery,5964
2425,All Attendances by Age and Gender,16 Female,101,Urology,1241
2425,All Attendances by Age and Gender,16 Female,107,Vascular Surgery,32
2425,All Attendances by Age and Gender,16 Female,110,Trauma and Orthopaedics,24409
2425,All Attendances by Age and Gender,16 Female,120,Ear Nose and Throat,10433
2425,All Attendances by Age and Gender,16 Female,130,Ophthalmology,12533
2425,All Attendances by Age and Gender,16 Female,140,Oral Surgery,5458
2425,All Attendances by Age and Gender,16 Female,141,Restorative Dentistry,1172
2425,All Attendances by Age and Gender,16 Female,142,Paediatric Dentistry,1203
2425,All Attendances by Age and Gender,16 Female,143,Orthodontics,37256
2425,All Attendances by Age and Gender,16 Female,145,Oral and Maxillofacial Surgery,3847
2425,All Attendances by Age and Gender,16 Female,146,Endodontics,30
2425,All Attendances by Age and Gender,16 Female,147,Periodontics,18
2425,All Attendances by Age and Gender,16 Female,148,Prosthodontics,29
2425,All Attendances by Age and Gender,16 Female,149,Surgical Dentistry,3
2425,All Attendances by Age and Gender,16 Female,150,Neurosurgery,962
2425,All Attendances by Age and Gender,16 Female,160,Plastic Surgery,3725
2425,All Attendances by Age and Gender,16 Female,170,Cardiothoracic Surgery,132
2425,All Attendances by Age and Gender,16 Female,171,Paediatric Surgery,1662
2425,All Attendances by Age and Gender,16 Female,180,Emergency Medicine,1036
2425,All Attendances by Age and Gender,16 Female,190,Anaesthetics,2378
2425,All Attendances by Age and Gender,16 Female,192,Intensive Care Medicine,298
2425,All Attendances by Age and Gender,16 Female,300,General Internal Medicine,6161
2425,All Attendances by Age and Gender,16 Female,301,Gastroenterology,3134
2425,All Attendances by Age and Gender,16 Female,302,Endocrinology and Diabetes,2412
2425,All Attendances by Age and Gender,16 Female,303,Clinical Haematology,2039
2425,All Attendances by Age and Gender,16 Female,304,Clinical Physiology,541
2425,All Attendances by Age and Gender,16 Female,305,Clinical Pharmacology,5
2425,All Attendances by Age and Gender,16 Female,310,Audio Vestibular Medicine,1700
2425,All Attendances by Age and Gender,16 Female,311,Clinical Genetics,597
2425,All Attendances by Age and Gender,16 Female,313,Clinical Immunology,474
2425,All Attendances by Age and Gender,16 Female,314,Rehabilitation Medicine,1208
2425,All Attendances by Age and Gender,16 Female,315,Palliative Medicine,251
2425,All Attendances by Age and Gender,16 Female,317,Allergy,343
2425,All Attendances by Age and Gender,16 Female,320,Cardiology,4330
2425,All Attendances by Age and Gender,16 Female,321,Paediatric Cardiology,3400
2425,All Attendances by Age and Gender,16 Female,325,Sport and Exercise Medicine,71
2425,All Attendances by Age and Gender,16 Female,326,Acute Internal Medicine,339
2425,All Attendances by Age and Gender,16 Female,330,Dermatology,16565
2425,All Attendances by Age and Gender,16 Female,340,Respiratory Medicine,1608
2425,All Attendances by Age and Gender,16 Female,350,Infectious Diseases,160
2425,All Attendances by Age and Gender,16 Female,360,Genitourinary Medicine,155
2425,All Attendances by Age and Gender,16 Female,361,Renal Medicine,885
2425,All Attendances by Age and Gender,16 Female,370,Medical Oncology,565
2425,All Attendances by Age and Gender,16 Female,371,Nuclear Medicine,16
2425,All Attendances by Age and Gender,16 Female,400,Neurology,3331
2425,All Attendances by Age and Gender,16 Female,401,Clinical Neurophysiology,747
2425,All Attendances by Age and Gender,16 Female,410,Rheumatology,2823
2425,All Attendances by Age and Gender,16 Female,420,Paediatrics,53951
2425,All Attendances by Age and Gender,16 Female,421,Paediatric Neurology,1319
2425,All Attendances by Age and Gender,16 Female,430,Geriatric Medicine,96
2425,All Attendances by Age and Gender,16 Female,450,Dental Medicine,2526
2425,All Attendances by Age and Gender,16 Female,451,Special Care Dentistry,180
2425,All Attendances by Age and Gender,16 Female,460,Medical Ophthalmology,86
2425,All Attendances by Age and Gender,16 Female,501,Obstetrics,5202
2425,All Attendances by Age and Gender,16 Female,502,Gynaecology,7715
2425,All Attendances by Age and Gender,16 Female,504,Community Sexual and Reproductive Health,3
2425,All Attendances by Age and Gender,16 Female,560,Midwifery,4899
2425,All Attendances by Age and Gender,16 Female,600,General Medical Practice,199
2425,All Attendances by Age and Gender,16 Female,601,General Dental Practice,324
2425,All Attendances by Age and Gender,16 Female,700,Learning Disability,206
2425,All Attendances by Age and Gender,16 Female,710,Adult Mental Illness,6275
2425,All Attendances by Age and Gender,16 Female,711,Child and Adolescent Psychiatry,45397
2425,All Attendances by Age and Gender,16 Female,712,Forensic Psychiatry,33
2425,All Attendances by Age and Gender,16 Female,713,Medical Psychotherapy,579
2425,All Attendances by Age and Gender,16 Female,715,Old Age Psychiatry,27
2425,All Attendances by Age and Gender,16 Female,800,Clinical Oncology,291
2425,All Attendances by Age and Gender,16 Female,810,Radiology,14064
2425,All Attendances by Age and Gender,16 Female,820,General Pathology,8
2425,All Attendances by Age and Gender,16 Female,822,Chemical Pathology,72
2425,All Attendances by Age and Gender,16 Female,823,Haematology,420
2425,All Attendances by Age and Gender,16 Female,824,Histopathology,9
2425,All Attendances by Age and Gender,16 Female,830,Immunopathology,16
2425,All Attendances by Age and Gender,16 Female,831,Medical Microbiology and Virology,1
